customer,recency,frequency,monetary,country,R,F,M,group,cluster,labels
14242,11,2,280.55,United Kingdom,2,2,1,221,0,NORMAL
14416,2,2,490.22,United Kingdom,4,2,2,422,0,NORMAL
14585,10,1,157.05,United Kingdom,2,1,1,211,0,NORMAL
15464,25,1,1044.65,United Kingdom,1,1,3,113,0,NORMAL
15853,11,1,110.8,United Kingdom,2,1,1,211,0,NORMAL
16424,29,1,133.56,United Kingdom,1,1,1,111,0,NORMAL
17095,13,3,1324.16,United Kingdom,2,3,3,233,0,NORMAL
17567,10,8,4331.48,United Kingdom,2,4,4,244,0,NORMAL
17703,6,3,798.74,United Kingdom,3,3,3,333,0,NORMAL
17884,24,4,695.07,United Kingdom,1,3,3,133,0,NORMAL
17888,4,8,716.0,United Kingdom,3,4,3,343,0,NORMAL
18117,16,1,315.65,United Kingdom,1,1,2,112,0,NORMAL
18222,22,1,443.0,United Kingdom,1,1,2,112,0,NORMAL
18246,10,2,596.1,United Kingdom,2,2,2,222,0,NORMAL
12445,13,1,133.4,Spain,2,1,1,211,0,NORMAL
12702,10,1,219.0,Germany,2,1,1,211,0,NORMAL
13255,0,2,399.51,United Kingdom,4,2,2,422,0,NORMAL
13291,23,1,361.11,United Kingdom,1,1,2,112,0,NORMAL
13417,12,2,640.83,United Kingdom,2,2,2,222,0,NORMAL
13496,1,2,653.33,United Kingdom,4,2,2,422,0,NORMAL
13657,1,2,382.14,United Kingdom,4,2,2,422,0,NORMAL
13752,15,6,1175.38,United Kingdom,2,4,3,243,0,NORMAL
13805,12,2,924.6,United Kingdom,2,2,3,223,0,NORMAL
13807,388,1,112.6,United Kingdom,1,1,1,111,2,LEFT
14473,4,2,234.34,United Kingdom,3,2,1,321,0,NORMAL
14619,22,1,394.44,United Kingdom,1,1,2,112,0,NORMAL
14645,21,2,597.09,United Kingdom,1,2,2,122,0,NORMAL
14905,10,2,616.15,United Kingdom,2,2,2,222,0,NORMAL
15012,13,2,405.04,United Kingdom,2,2,2,222,0,NORMAL
15038,18,6,685.74,United Kingdom,1,4,3,143,0,NORMAL
15314,6,1,327.97,United Kingdom,3,1,2,312,0,NORMAL
15400,12,5,716.2,United Kingdom,2,4,3,243,0,NORMAL
15415,0,1,559.61,United Kingdom,4,1,2,412,0,NORMAL
16016,3,8,1465.51,United Kingdom,3,4,3,343,0,NORMAL
16509,14,1,363.7,United Kingdom,2,1,2,212,0,NORMAL
16777,3,2,222.62,United Kingdom,3,2,1,321,0,NORMAL
17183,0,6,3347.31,United Kingdom,4,4,4,444,0,NORMAL
17221,27,2,334.48,United Kingdom,1,2,2,122,0,NORMAL
17528,1,8,3628.5,United Kingdom,4,4,4,444,0,NORMAL
17736,0,3,377.44,United Kingdom,4,3,2,432,0,NORMAL
17878,3,1,379.45,United Kingdom,3,1,2,312,0,NORMAL
17906,24,1,72.9,United Kingdom,1,1,1,111,0,NORMAL
17913,18,2,408.65,United Kingdom,1,2,2,122,0,NORMAL
18077,2,11,2584.41,United Kingdom,4,4,4,444,0,NORMAL
18093,15,4,2106.52,United Kingdom,2,3,4,234,0,NORMAL
18255,19,1,103.3,United Kingdom,1,1,1,111,0,NORMAL
12423,0,8,1859.31,Belgium,4,4,4,444,0,NORMAL
12457,10,7,2363.23,Switzerland,2,4,4,244,0,NORMAL
12506,9,1,73.5,France,2,1,1,211,0,NORMAL
12538,20,1,363.95,Spain,1,1,2,112,0,NORMAL
12561,20,1,238.85,Germany,1,1,1,111,0,NORMAL
12613,4,5,3344.38,Germany,3,4,4,344,0,NORMAL
13911,4,9,2580.91,United Kingdom,3,4,4,344,0,NORMAL
13927,4,1,348.99,United Kingdom,3,1,2,312,0,NORMAL
14034,13,3,648.89,United Kingdom,2,3,2,232,0,NORMAL
14108,0,2,597.91,United Kingdom,4,2,2,422,0,NORMAL
14586,22,1,237.36,United Kingdom,1,1,1,111,0,NORMAL
14889,23,1,135.9,United Kingdom,1,1,1,111,0,NORMAL
15230,16,2,429.6,United Kingdom,1,2,2,122,0,NORMAL
15327,12,1,208.75,United Kingdom,2,1,1,211,0,NORMAL
15649,23,2,816.0,United Kingdom,1,2,3,123,0,NORMAL
16539,23,4,1388.81,United Kingdom,1,3,3,133,0,NORMAL
16929,1,7,1295.39,United Kingdom,4,4,3,443,0,NORMAL
17500,8,3,1138.0,United Kingdom,2,3,3,233,0,NORMAL
17691,379,2,290.4,United Kingdom,1,2,1,121,2,LEFT
17787,10,4,1817.54,United Kingdom,2,3,4,234,0,NORMAL
12353,11,1,89.0,Bahrain,2,1,1,211,0,NORMAL
13016,3,3,789.89,United Kingdom,3,3,3,333,0,NORMAL
13199,1,38,9817.12,United Kingdom,4,4,4,444,0,NORMAL
13917,9,2,272.04,United Kingdom,2,2,1,221,0,NORMAL
14038,8,3,1560.38,United Kingdom,2,3,3,233,0,NORMAL
14800,5,12,4331.79,United Kingdom,3,4,4,344,0,NORMAL
15194,0,15,7616.53,United Kingdom,4,4,4,444,0,NORMAL
15342,28,1,406.09,United Kingdom,1,1,2,112,0,NORMAL
15410,7,8,3450.84,United Kingdom,3,4,4,344,0,NORMAL
15567,9,1,186.01,United Kingdom,2,1,1,211,0,NORMAL
16297,14,1,301.9,United Kingdom,2,1,1,211,0,NORMAL
16464,10,3,1298.66,United Kingdom,2,3,3,233,0,NORMAL
17045,12,3,339.44,United Kingdom,2,3,2,232,0,NORMAL
17314,0,8,2527.92,United Kingdom,4,4,4,444,0,NORMAL
17812,3,4,699.81,United Kingdom,3,3,3,333,0,NORMAL
17873,10,5,1848.96,United Kingdom,2,4,4,244,0,NORMAL
13146,17,1,228.91,United Kingdom,1,1,1,111,0,NORMAL
13177,24,1,282.45,United Kingdom,1,1,1,111,0,NORMAL
13919,19,2,384.81,Denmark,1,2,2,122,0,NORMAL
13948,381,1,102.0,United Kingdom,1,1,1,111,2,LEFT
14209,1,6,2073.43,United Kingdom,4,4,4,444,0,NORMAL
14818,0,3,657.8,United Kingdom,4,3,2,432,0,NORMAL
14880,6,3,690.59,United Kingdom,3,3,3,333,0,NORMAL
14931,4,5,1257.68,Channel Islands,3,4,3,343,0,NORMAL
15319,29,1,204.5,United Kingdom,1,1,1,111,0,NORMAL
15394,0,4,2183.54,United Kingdom,4,3,4,434,0,NORMAL
15468,11,2,467.51,United Kingdom,2,2,2,222,0,NORMAL
15514,2,11,4023.72,United Kingdom,4,4,4,444,0,NORMAL
15877,8,2,490.33,United Kingdom,2,2,2,222,0,NORMAL
16218,0,7,3084.68,United Kingdom,4,4,4,444,0,NORMAL
16856,5,1,35.4,United Kingdom,3,1,1,311,0,NORMAL
16899,10,6,1271.06,United Kingdom,2,4,3,243,0,NORMAL
17160,2,6,3518.03,United Kingdom,4,4,4,444,0,NORMAL
17455,10,1,131.7,United Kingdom,2,1,1,211,0,NORMAL
17643,394,1,101.55,United Kingdom,1,1,1,111,2,LEFT
17669,2,7,3406.72,United Kingdom,4,4,4,444,0,NORMAL
17718,9,1,139.35,United Kingdom,2,1,1,211,0,NORMAL
17900,28,2,112.2,United Kingdom,1,2,1,121,0,NORMAL
17911,0,1,366.23,United Kingdom,4,1,2,412,0,NORMAL
18183,4,2,632.07,United Kingdom,3,2,2,322,0,NORMAL
12630,0,2,1270.88,Finland,4,2,3,423,0,NORMAL
12679,12,4,1113.02,France,2,3,3,233,0,NORMAL
12815,5,2,1063.46,Poland,3,2,3,323,0,NORMAL
12925,4,2,694.05,United Kingdom,3,2,3,323,0,NORMAL
12989,7,15,6924.11,United Kingdom,3,4,4,344,0,NORMAL
13008,10,1,229.47,United Kingdom,2,1,1,211,0,NORMAL
13221,17,2,847.41,United Kingdom,1,2,3,123,0,NORMAL
13305,12,10,2000.86,United Kingdom,2,4,4,244,0,NORMAL
13703,5,1,99.5,United Kingdom,3,1,1,311,0,NORMAL
13711,25,2,252.06,United Kingdom,1,2,1,121,0,NORMAL
14431,20,1,470.36,United Kingdom,1,1,2,112,0,NORMAL
14535,20,3,2854.84,United Kingdom,1,3,4,134,0,NORMAL
14551,9,2,186.23,United Kingdom,2,2,1,221,0,NORMAL
14932,386,1,363.53,Channel Islands,1,1,2,112,2,LEFT
15110,4,4,996.1,United Kingdom,3,3,3,333,0,NORMAL
15243,4,1,316.68,United Kingdom,3,1,2,312,0,NORMAL
15374,27,1,168.0,United Kingdom,1,1,1,111,0,NORMAL
15786,6,3,4919.0,United Kingdom,3,3,4,334,0,NORMAL
16554,2,3,837.1,United Kingdom,4,3,3,433,0,NORMAL
17126,17,5,989.45,United Kingdom,1,4,3,143,0,NORMAL
17166,10,2,206.34,United Kingdom,2,2,1,221,0,NORMAL
17777,0,3,647.56,United Kingdom,4,3,2,432,0,NORMAL
18237,2,5,987.1,United Kingdom,4,4,3,443,0,NORMAL
18265,2,2,801.51,United Kingdom,4,2,3,423,0,NORMAL
12688,12,1,4873.81,Israel,2,1,4,214,0,NORMAL
12836,5,4,2610.36,United Kingdom,3,3,4,334,0,NORMAL
13097,5,10,6003.22,United Kingdom,3,4,4,344,0,NORMAL
13856,6,3,388.5,United Kingdom,3,3,2,332,0,NORMAL
13869,0,4,3083.65,United Kingdom,4,3,4,434,0,NORMAL
14060,4,19,6140.42,United Kingdom,3,4,4,344,0,NORMAL
14246,5,3,1474.06,United Kingdom,3,3,3,333,0,NORMAL
14499,1,3,808.44,United Kingdom,4,3,3,433,0,NORMAL
14584,4,4,1033.06,United Kingdom,3,3,3,333,0,NORMAL
14616,2,3,406.08,United Kingdom,4,3,2,432,0,NORMAL
15049,19,1,121.17,United Kingdom,1,1,1,111,0,NORMAL
15530,7,4,1497.31,United Kingdom,3,3,3,333,0,NORMAL
16351,19,1,153.9,United Kingdom,1,1,1,111,0,NORMAL
16461,15,1,142.92,United Kingdom,2,1,1,211,0,NORMAL
16592,3,16,4113.68,United Kingdom,3,4,4,344,0,NORMAL
17069,3,9,2709.7,United Kingdom,3,4,4,344,0,NORMAL
17291,26,1,550.8,United Kingdom,1,1,2,112,0,NORMAL
17505,12,2,1145.84,United Kingdom,2,2,3,223,0,NORMAL
17742,12,2,355.11,United Kingdom,2,2,2,222,0,NORMAL
17781,0,2,188.02,United Kingdom,4,2,1,421,0,NORMAL
17965,2,14,2599.19,United Kingdom,4,4,4,444,0,NORMAL
18081,1,3,343.45,United Kingdom,4,3,2,432,0,NORMAL
12839,1,14,5591.42,United Kingdom,4,4,4,444,0,NORMAL
13328,3,1,1308.48,United Kingdom,3,1,3,313,0,NORMAL
13577,16,4,1687.6,United Kingdom,1,3,4,134,0,NORMAL
13707,2,2,806.41,United Kingdom,4,2,3,423,0,NORMAL
14414,0,7,1496.98,United Kingdom,4,4,3,443,0,NORMAL
15329,0,3,1049.7,United Kingdom,4,3,3,433,0,NORMAL
15930,27,1,426.63,United Kingdom,1,1,2,112,0,NORMAL
16080,11,2,217.16,United Kingdom,2,2,1,221,0,NORMAL
16187,2,15,6911.44,United Kingdom,4,4,4,444,0,NORMAL
16387,9,1,94.36,United Kingdom,2,1,1,211,0,NORMAL
16495,22,3,648.26,United Kingdom,1,3,2,132,0,NORMAL
16653,1,2,1212.66,United Kingdom,4,2,3,423,0,NORMAL
16781,393,1,311.25,United Kingdom,1,1,2,112,2,LEFT
17245,11,1,171.45,United Kingdom,2,1,1,211,0,NORMAL
17666,24,2,728.16,United Kingdom,1,2,3,123,0,NORMAL
17824,11,1,298.4,United Kingdom,2,1,1,211,0,NORMAL
17934,11,2,704.25,United Kingdom,2,2,3,223,0,NORMAL
12686,392,1,89.14,France,1,1,1,111,2,LEFT
13136,10,5,2607.61,United Kingdom,2,4,4,244,0,NORMAL
13418,2,18,6127.43,United Kingdom,4,4,4,444,0,NORMAL
13890,6,10,1883.81,United Kingdom,3,4,4,344,0,NORMAL
14264,22,2,333.97,United Kingdom,1,2,2,122,0,NORMAL
14334,6,8,2552.21,United Kingdom,3,4,4,344,0,NORMAL
14385,0,3,202.11,United Kingdom,4,3,1,431,0,NORMAL
15469,10,2,538.55,United Kingdom,2,2,2,222,0,NORMAL
16341,8,4,1971.87,United Kingdom,2,3,4,234,0,NORMAL
16377,13,1,676.2,United Kingdom,2,1,3,213,0,NORMAL
16678,1,12,3109.99,United Kingdom,4,4,4,444,0,NORMAL
17043,11,4,1735.18,United Kingdom,2,3,4,234,0,NORMAL
17947,28,1,176.68,United Kingdom,1,1,1,111,0,NORMAL
18190,0,2,284.46,United Kingdom,4,2,1,421,0,NORMAL
18211,3,5,600.07,United Kingdom,3,4,2,342,0,NORMAL
12370,11,4,3541.94,Cyprus,2,3,4,234,0,NORMAL
12775,8,5,1386.04,Netherlands,2,4,3,243,0,NORMAL
12817,27,1,166.04,Austria,1,1,1,111,0,NORMAL
13381,12,6,3639.31,United Kingdom,2,4,4,244,0,NORMAL
13461,1,3,1445.0,United Kingdom,4,3,3,433,0,NORMAL
13792,5,2,195.55,United Kingdom,3,2,1,321,0,NORMAL
14158,0,1,507.66,United Kingdom,4,1,2,412,0,NORMAL
14311,19,1,310.26,United Kingdom,1,1,2,112,0,NORMAL
14448,0,2,375.35,United Kingdom,4,2,2,422,0,NORMAL
14725,15,1,655.58,United Kingdom,2,1,2,212,0,NORMAL
15106,8,5,1422.52,United Kingdom,2,4,3,243,0,NORMAL
15172,0,5,1624.05,United Kingdom,4,4,3,443,0,NORMAL
15204,378,1,316.58,United Kingdom,1,1,2,112,2,LEFT
15236,16,1,321.05,United Kingdom,1,1,2,112,0,NORMAL
15457,8,1,237.07,United Kingdom,2,1,1,211,0,NORMAL
15585,14,1,455.3,United Kingdom,2,1,2,212,0,NORMAL
16626,0,17,4413.1,United Kingdom,4,4,4,444,0,NORMAL
16893,387,1,145.93,United Kingdom,1,1,1,111,2,LEFT
17111,7,1,231.61,United Kingdom,3,1,1,311,0,NORMAL
17323,4,7,906.52,United Kingdom,3,4,3,343,0,NORMAL
17384,10,2,336.4,United Kingdom,2,2,2,222,0,NORMAL
17524,382,1,145.0,United Kingdom,1,1,1,111,2,LEFT
17550,4,3,267.16,United Kingdom,3,3,1,331,0,NORMAL
17608,24,2,191.99,United Kingdom,1,2,1,121,0,NORMAL
17630,7,2,503.6,United Kingdom,3,2,2,322,0,NORMAL
17694,9,1,283.12,United Kingdom,2,1,1,211,0,NORMAL
18058,0,1,170.16,United Kingdom,4,1,1,411,0,NORMAL
13026,21,5,975.36,United Kingdom,1,4,3,143,0,NORMAL
13282,0,3,1132.14,United Kingdom,4,3,3,433,0,NORMAL
13615,5,1,417.69,United Kingdom,3,1,2,312,0,NORMAL
13767,2,37,17220.36,United Kingdom,4,4,4,444,0,NORMAL
13827,1,3,409.8,United Kingdom,4,3,2,432,0,NORMAL
14066,12,1,152.55,United Kingdom,2,1,1,211,0,NORMAL
14237,394,1,161.0,United Kingdom,1,1,1,111,2,LEFT
14620,12,2,412.78,United Kingdom,2,2,2,222,0,NORMAL
15505,12,5,3610.96,United Kingdom,2,4,4,244,0,NORMAL
15834,0,4,2225.15,United Kingdom,4,3,4,434,0,NORMAL
17100,9,2,971.74,United Kingdom,2,2,3,223,0,NORMAL
17191,19,7,2093.68,United Kingdom,1,4,4,144,0,NORMAL
17483,2,3,414.04,United Kingdom,4,3,2,432,0,NORMAL
17535,26,1,164.4,United Kingdom,1,1,1,111,0,NORMAL
17935,6,2,145.79,United Kingdom,3,2,1,321,0,NORMAL
18108,0,1,271.0,United Kingdom,4,1,1,411,0,NORMAL
12357,24,1,6207.67,Switzerland,1,1,4,114,0,NORMAL
13133,19,2,109.8,United Kingdom,1,2,1,121,0,NORMAL
13157,9,4,1741.22,United Kingdom,2,3,4,234,0,NORMAL
13210,23,1,353.48,United Kingdom,1,1,2,112,0,NORMAL
14326,19,1,183.85,United Kingdom,1,1,1,111,0,NORMAL
14709,1,13,4921.04,United Kingdom,4,4,4,444,0,NORMAL
14891,16,2,554.38,United Kingdom,1,2,2,122,0,NORMAL
15322,15,1,679.68,United Kingdom,2,1,3,213,0,NORMAL
15460,375,1,214.26,United Kingdom,1,1,1,111,2,LEFT
15632,0,8,3285.31,United Kingdom,4,4,4,444,0,NORMAL
15885,22,3,379.35,United Kingdom,1,3,2,132,0,NORMAL
15953,6,8,1657.28,United Kingdom,3,4,3,343,0,NORMAL
16891,9,5,742.43,United Kingdom,2,4,3,243,0,NORMAL
17046,25,1,642.02,United Kingdom,1,1,2,112,0,NORMAL
17509,17,8,6083.64,United Kingdom,1,4,4,144,0,NORMAL
17898,14,2,152.06,United Kingdom,2,2,1,221,0,NORMAL
18092,4,11,9068.26,United Kingdom,3,4,4,344,0,NORMAL
12395,0,12,3018.63,Belgium,4,4,4,444,0,NORMAL
12446,17,1,1002.31,RSA,1,1,3,113,0,NORMAL
13030,2,2,752.44,United Kingdom,4,2,3,423,0,NORMAL
13134,11,4,1793.58,United Kingdom,2,3,4,234,0,NORMAL
13302,23,1,63.75,United Kingdom,1,1,1,111,0,NORMAL
14854,1,7,2740.03,United Kingdom,4,4,4,444,0,NORMAL
15028,2,4,627.13,United Kingdom,4,3,2,432,0,NORMAL
15232,8,2,612.06,United Kingdom,2,2,2,222,0,NORMAL
15652,21,1,337.74,United Kingdom,1,1,2,112,0,NORMAL
16018,0,2,408.9,United Kingdom,4,2,2,422,0,NORMAL
16634,29,2,217.9,United Kingdom,1,2,1,121,0,NORMAL
16771,5,5,2242.61,United Kingdom,3,4,4,344,0,NORMAL
16849,24,1,124.57,United Kingdom,1,1,1,111,0,NORMAL
16992,1,5,1614.31,United Kingdom,4,4,3,443,0,NORMAL
16998,11,4,295.0,United Kingdom,2,3,1,231,0,NORMAL
17282,11,3,1685.46,United Kingdom,2,3,4,234,0,NORMAL
17650,12,1,166.08,United Kingdom,2,1,1,211,0,NORMAL
17660,9,1,178.75,United Kingdom,2,1,1,211,0,NORMAL
17995,27,1,76.1,United Kingdom,1,1,1,111,0,NORMAL
18001,3,2,415.13,United Kingdom,3,2,2,322,0,NORMAL
18272,2,6,3078.58,United Kingdom,4,4,4,444,0,NORMAL
18274,21,1,175.92,United Kingdom,1,1,1,111,0,NORMAL
13004,1,18,5655.91,United Kingdom,4,4,4,444,0,NORMAL
13681,8,4,827.83,United Kingdom,2,3,3,233,0,NORMAL
13682,25,1,59.5,United Kingdom,1,1,1,111,0,NORMAL
14037,14,2,147.2,United Kingdom,2,2,1,221,0,NORMAL
14217,0,17,2004.98,United Kingdom,4,4,4,444,0,NORMAL
14680,1,16,28754.11,United Kingdom,4,4,4,444,0,NORMAL
14887,9,1,1862.0,United Kingdom,2,1,4,214,0,NORMAL
14970,3,4,1592.06,United Kingdom,3,3,3,333,0,NORMAL
15264,24,1,393.74,United Kingdom,1,1,2,112,0,NORMAL
15443,3,7,3213.59,United Kingdom,3,4,4,344,0,NORMAL
15473,5,7,1771.2,United Kingdom,3,4,4,344,0,NORMAL
15783,1,1,246.3,United Kingdom,4,1,1,411,0,NORMAL
15809,2,5,515.77,United Kingdom,4,4,2,442,0,NORMAL
16272,15,1,411.7,United Kingdom,2,1,2,212,0,NORMAL
16545,2,1,339.3,United Kingdom,4,1,2,412,0,NORMAL
16728,4,4,1048.28,United Kingdom,3,3,3,333,0,NORMAL
16795,386,1,414.88,United Kingdom,1,1,2,112,2,LEFT
16796,19,1,305.62,United Kingdom,1,1,1,111,0,NORMAL
17220,0,14,3187.55,United Kingdom,4,4,4,444,0,NORMAL
17358,21,2,360.81,United Kingdom,1,2,2,122,0,NORMAL
17492,25,1,374.57,United Kingdom,1,1,2,112,0,NORMAL
17932,11,3,1331.57,United Kingdom,2,3,3,233,0,NORMAL
17939,27,1,99.14,United Kingdom,1,1,1,111,0,NORMAL
17941,29,1,304.56,United Kingdom,1,1,1,111,0,NORMAL
13017,28,1,204.0,United Kingdom,1,1,1,111,0,NORMAL
13200,4,4,870.09,United Kingdom,3,3,3,333,0,NORMAL
13369,386,1,308.28,United Kingdom,1,1,2,112,2,LEFT
13886,1,1,243.56,United Kingdom,4,1,1,411,0,NORMAL
13980,20,1,200.14,United Kingdom,1,1,1,111,0,NORMAL
14099,0,11,3104.17,United Kingdom,4,4,4,444,0,NORMAL
14359,2,3,912.18,United Kingdom,4,3,3,433,0,NORMAL
14578,24,1,168.63,United Kingdom,1,1,1,111,0,NORMAL
14930,7,3,2362.96,Channel Islands,3,3,4,334,0,NORMAL
15023,0,11,6720.41,United Kingdom,4,4,4,444,0,NORMAL
15075,7,1,773.03,United Kingdom,3,1,3,313,0,NORMAL
15353,0,2,770.12,United Kingdom,4,2,3,423,0,NORMAL
17165,2,1,158.68,United Kingdom,4,1,1,411,0,NORMAL
17768,4,3,2081.9,United Kingdom,3,3,4,334,0,NORMAL
18167,4,3,1384.86,United Kingdom,3,3,3,333,0,NORMAL
18245,0,7,2567.06,United Kingdom,4,4,4,444,0,NORMAL
18283,0,16,2045.53,United Kingdom,4,4,4,444,0,NORMAL
12640,11,3,1174.58,France,2,3,3,233,0,NORMAL
12766,9,7,6989.63,Portugal,2,4,4,244,0,NORMAL
13800,27,1,558.32,United Kingdom,1,1,2,112,0,NORMAL
13897,10,1,311.16,United Kingdom,2,1,2,212,0,NORMAL
14135,4,15,4690.31,United Kingdom,3,4,4,344,0,NORMAL
14624,17,2,225.85,United Kingdom,1,2,1,121,0,NORMAL
14855,2,2,645.65,United Kingdom,4,2,2,422,0,NORMAL
15277,6,1,255.9,United Kingdom,3,1,1,311,0,NORMAL
15511,2,5,900.53,United Kingdom,4,4,3,443,0,NORMAL
16450,17,1,311.92,United Kingdom,1,1,2,112,0,NORMAL
16784,10,1,107.6,United Kingdom,2,1,1,211,0,NORMAL
16933,16,2,563.23,United Kingdom,1,2,2,122,0,NORMAL
17152,1,3,1689.5,United Kingdom,4,3,4,434,0,NORMAL
17255,0,2,291.48,United Kingdom,4,2,1,421,0,NORMAL
17359,2,1,127.86,United Kingdom,4,1,1,411,0,NORMAL
17475,9,1,194.37,United Kingdom,2,1,1,211,0,NORMAL
17624,5,2,843.48,United Kingdom,3,2,3,323,0,NORMAL
17663,5,7,1802.91,United Kingdom,3,4,4,344,0,NORMAL
17779,11,3,650.32,United Kingdom,2,3,2,232,0,NORMAL
17850,393,34,5391.21,United Kingdom,1,4,4,144,2,LEFT
12348,5,4,1797.24,Finland,3,3,4,334,0,NORMAL
12738,393,1,155.35,Germany,1,1,1,111,2,LEFT
13341,6,1,775.85,United Kingdom,3,1,3,313,0,NORMAL
13510,5,4,1791.56,United Kingdom,3,3,4,334,0,NORMAL
13558,14,4,594.52,United Kingdom,2,3,2,232,0,NORMAL
13562,9,3,1799.33,United Kingdom,2,3,4,234,0,NORMAL
13568,11,1,187.05,United Kingdom,2,1,1,211,0,NORMAL
14452,1,2,259.05,United Kingdom,4,2,1,421,0,NORMAL
15058,0,11,2102.54,United Kingdom,4,4,4,444,0,NORMAL
15174,9,1,135.75,United Kingdom,2,1,1,211,0,NORMAL
15750,2,8,2463.05,United Kingdom,4,4,4,444,0,NORMAL
16020,7,3,851.01,United Kingdom,3,3,3,333,0,NORMAL
16031,22,2,547.9,United Kingdom,1,2,2,122,0,NORMAL
16395,6,5,1482.06,United Kingdom,3,4,3,343,0,NORMAL
16460,2,3,811.23,United Kingdom,4,3,3,433,0,NORMAL
16584,0,2,936.08,United Kingdom,4,2,3,423,0,NORMAL
16743,12,7,2213.13,United Kingdom,2,4,4,244,0,NORMAL
16765,12,1,34.0,United Kingdom,2,1,1,211,0,NORMAL
16773,17,1,171.59,United Kingdom,1,1,1,111,0,NORMAL
16792,28,2,110.38,United Kingdom,1,2,1,121,0,NORMAL
17006,5,4,781.78,United Kingdom,3,3,3,333,0,NORMAL
17978,386,1,300.92,United Kingdom,1,1,1,111,2,LEFT
12420,23,1,600.39,Cyprus,1,1,2,112,0,NORMAL
12512,26,2,132.18,Israel,1,2,1,121,0,NORMAL
12544,27,1,372.7,Spain,1,1,2,112,0,NORMAL
13118,0,5,1197.81,United Kingdom,4,4,3,443,0,NORMAL
13680,0,4,3719.12,United Kingdom,4,3,4,434,0,NORMAL
13748,9,5,948.25,United Kingdom,2,4,3,243,0,NORMAL
13939,7,3,568.55,United Kingdom,3,3,2,332,0,NORMAL
14082,385,1,182.25,United Kingdom,1,1,1,111,2,LEFT
14111,5,4,692.85,United Kingdom,3,3,3,333,0,NORMAL
14348,6,1,409.57,United Kingdom,3,1,2,312,0,NORMAL
14567,16,2,1530.36,United Kingdom,1,2,3,123,0,NORMAL
15043,22,1,537.0,United Kingdom,1,1,2,112,0,NORMAL
15129,1,11,3447.4,United Kingdom,4,4,4,444,0,NORMAL
15618,4,4,776.85,United Kingdom,3,3,3,333,0,NORMAL
15670,14,1,173.05,United Kingdom,2,1,1,211,0,NORMAL
15769,0,26,56252.72,United Kingdom,4,4,4,444,1,HOT
16011,1,16,3352.96,United Kingdom,4,4,4,444,0,NORMAL
16221,21,3,860.86,United Kingdom,1,3,3,133,0,NORMAL
17625,3,4,2020.4,United Kingdom,3,3,4,334,0,NORMAL
12842,0,2,1118.99,United Kingdom,4,2,3,423,0,NORMAL
13028,5,2,661.32,United Kingdom,3,2,2,322,0,NORMAL
13077,8,4,728.02,United Kingdom,2,3,3,233,0,NORMAL
13108,393,1,350.06,United Kingdom,1,1,2,112,2,LEFT
13194,3,1,60.7,United Kingdom,3,1,1,311,0,NORMAL
13486,8,3,1122.41,United Kingdom,2,3,3,233,0,NORMAL
13845,24,1,312.98,United Kingdom,1,1,2,112,0,NORMAL
14788,17,2,679.44,United Kingdom,1,2,3,123,0,NORMAL
14964,24,1,206.21,United Kingdom,1,1,1,111,0,NORMAL
15127,25,1,406.53,United Kingdom,1,1,2,112,0,NORMAL
15898,3,5,1383.83,United Kingdom,3,4,3,343,0,NORMAL
16085,7,5,981.51,United Kingdom,3,4,3,343,0,NORMAL
16477,0,7,2494.46,United Kingdom,4,4,4,444,0,NORMAL
16776,20,1,371.54,United Kingdom,1,1,2,112,0,NORMAL
16859,7,2,747.81,United Kingdom,3,2,3,323,0,NORMAL
17203,12,6,3560.08,United Kingdom,2,4,4,244,0,NORMAL
17254,6,2,271.19,United Kingdom,3,2,1,321,0,NORMAL
17499,7,1,622.88,United Kingdom,3,1,2,312,0,NORMAL
18194,12,1,973.84,United Kingdom,2,1,3,213,0,NORMAL
18212,13,1,216.07,United Kingdom,2,1,1,211,0,NORMAL
12364,0,4,1313.1,Belgium,4,3,3,433,0,NORMAL
12585,11,2,2040.1,Germany,2,2,4,224,0,NORMAL
12648,22,1,318.05,Germany,1,1,2,112,0,NORMAL
13116,6,1,501.14,United Kingdom,3,1,2,312,0,NORMAL
14147,3,2,483.4,United Kingdom,3,2,2,322,0,NORMAL
14155,12,1,118.75,United Kingdom,2,1,1,211,0,NORMAL
14300,9,1,43.2,United Kingdom,2,1,1,211,0,NORMAL
14314,5,1,120.0,United Kingdom,3,1,1,311,0,NORMAL
14505,8,8,5859.43,United Kingdom,2,4,4,244,0,NORMAL
15368,12,1,446.94,United Kingdom,2,1,2,212,0,NORMAL
15384,7,2,642.41,United Kingdom,3,2,2,322,0,NORMAL
15397,7,1,94.0,United Kingdom,3,1,1,311,0,NORMAL
15416,16,4,3984.32,United Kingdom,1,3,4,134,0,NORMAL
15640,3,15,12416.11,United Kingdom,3,4,4,344,0,NORMAL
15673,14,4,2726.23,United Kingdom,2,3,4,234,0,NORMAL
16096,10,1,320.62,United Kingdom,2,1,2,212,0,NORMAL
16136,7,3,709.38,United Kingdom,3,3,3,333,0,NORMAL
16261,5,4,728.54,United Kingdom,3,3,3,333,0,NORMAL
16360,10,6,3450.41,United Kingdom,2,4,4,244,0,NORMAL
16449,4,2,707.69,United Kingdom,3,2,3,323,0,NORMAL
16824,2,2,460.64,United Kingdom,4,2,2,422,0,NORMAL
